Date,Confirmed Cases,Probable Cases,Total Cases,Total Deaths,Total Tests,Date Updated
09/22/2022,520,133,653,3,9111,06/01/2023
09/23/2022,454,129,583,2,7696,06/01/2023
09/24/2022,382,123,505,4,4347,06/01/2023
09/25/2022,341,116,457,8,4079,06/01/2023
09/26/2022,662,175,837,7,11077,06/01/2023
09/27/2022,645,138,783,2,10488,06/01/2023
09/28/2022,618,169,787,4,9540,06/01/2023
09/29/2022,553,140,693,3,8342,06/01/2023
09/30/2022,505,143,648,5,7418,06/01/2023
10/01/2022,353,74,427,2,4511,06/01/2023
10/02/2022,290,112,402,6,3916,06/01/2023
10/03/2022,668,143,811,1,10150,06/01/2023
10/04/2022,513,147,660,1,9199,06/01/2023
10/05/2022,582,124,706,4,7642,06/01/2023
10/06/2022,573,130,703,8,7736,06/01/2023
10/07/2022,513,116,629,3,7224,06/01/2023
10/08/2022,354,113,467,4,4476,06/01/2023
10/09/2022,329,103,432,7,3688,06/01/2023
10/10/2022,509,130,639,14,8234,06/01/2023
10/11/2022,498,164,662,4,8653,06/01/2023
10/12/2022,525,153,678,5,8375,06/01/2023
10/13/2022,470,154,624,4,8210,06/01/2023
10/14/2022,401,153,554,8,6779,06/01/2023
10/15/2022,306,116,422,3,4454,06/01/2023
10/16/2022,255,122,377,5,3796,06/01/2023
10/17/2022,473,144,617,3,8577,06/01/2023
10/18/2022,460,124,584,8,7897,06/01/2023
10/19/2022,409,143,552,5,6964,06/01/2023
10/20/2022,413,123,536,7,6843,06/01/2023
10/21/2022,345,120,465,4,6400,06/01/2023
10/22/2022,241,93,334,1,4237,06/01/2023
10/23/2022,280,93,373,5,3933,06/01/2023
10/24/2022,538,131,669,4,10014,06/01/2023
10/25/2022,516,151,667,6,9641,06/01/2023
10/26/2022,495,157,652,7,8637,06/01/2023
10/27/2022,440,133,573,7,7907,06/01/2023
10/28/2022,333,97,430,7,6322,06/01/2023
10/29/2022,219,66,285,6,4061,06/01/2023
10/30/2022,193,86,279,4,3547,06/01/2023
10/31/2022,404,135,539,6,9126,06/01/2023
11/01/2022,485,124,609,6,8778,06/01/2023
11/02/2022,440,125,565,4,8698,06/01/2023
11/03/2022,410,106,516,4,8035,06/01/2023
11/04/2022,369,110,479,4,7038,06/01/2023
11/05/2022,256,92,348,6,4564,06/01/2023
11/06/2022,225,102,327,3,4178,06/01/2023
11/07/2022,457,135,592,3,9094,06/01/2023
11/08/2022,345,113,458,4,7237,06/01/2023
11/09/2022,343,96,439,1,7731,06/01/2023
11/10/2022,296,110,406,2,6348,06/01/2023
11/11/2022,312,89,401,4,5901,06/01/2023
11/12/2022,219,83,302,3,4217,06/01/2023
11/13/2022,240,81,321,4,3816,06/01/2023
11/14/2022,461,118,579,4,9405,06/01/2023
11/15/2022,399,100,499,3,7902,06/01/2023
11/16/2022,326,103,429,2,6685,06/01/2023
11/17/2022,334,91,425,3,6970,06/01/2023
11/18/2022,298,105,403,1,6369,06/01/2023
11/19/2022,209,83,292,6,4220,06/01/2023
11/20/2022,220,84,304,6,4135,06/01/2023
11/21/2022,455,115,570,5,9298,06/01/2023
11/22/2022,430,136,566,4,7377,06/01/2023
11/23/2022,426,126,552,5,6211,06/01/2023
11/24/2022,107,68,175,4,2491,06/01/2023
11/25/2022,421,130,551,3,6136,06/01/2023
11/26/2022,359,106,465,7,5218,06/01/2023
11/27/2022,354,120,474,4,5048,06/01/2023
11/28/2022,785,155,940,7,11964,06/01/2023
11/29/2022,664,159,823,2,10563,06/01/2023
11/30/2022,591,138,729,2,8398,06/01/2023
12/01/2022,556,116,672,4,8643,06/01/2023
12/02/2022,525,106,631,1,7283,06/01/2023
12/03/2022,342,87,429,9,4428,06/01/2023
12/04/2022,333,94,427,4,4353,06/01/2023
12/05/2022,681,144,825,7,10574,06/01/2023
12/06/2022,623,137,760,5,8049,06/01/2023
12/07/2022,655,101,756,5,7716,06/01/2023
12/08/2022,578,135,713,7,7166,06/01/2023
12/09/2022,595,141,736,4,7250,06/01/2023
12/10/2022,347,101,448,3,4134,06/01/2023
12/11/2022,365,121,486,3,4110,06/01/2023
12/12/2022,700,162,862,6,9162,06/01/2023
12/13/2022,706,164,870,4,8896,06/01/2023
12/14/2022,694,109,803,5,7328,06/01/2023
12/15/2022,575,161,736,9,7532,06/01/2023
12/16/2022,556,158,714,4,6736,06/01/2023
12/17/2022,409,136,545,11,4420,06/01/2023
12/18/2022,429,168,597,7,4175,06/01/2023
12/19/2022,722,192,914,10,9418,06/01/2023
12/20/2022,851,186,1037,5,10138,06/01/2023
12/21/2022,721,101,822,11,6879,06/01/2023
12/22/2022,636,173,809,6,6531,06/01/2023
12/23/2022,592,161,753,5,5343,06/01/2023
12/24/2022,361,132,493,7,3248,06/01/2023
12/25/2022,247,74,321,3,2211,06/01/2023
12/26/2022,622,215,837,10,5261,06/01/2023
12/27/2022,884,206,1090,11,8444,06/01/2023
12/28/2022,898,220,1118,3,7837,06/01/2023
12/29/2022,772,169,941,14,6959,06/01/2023
12/30/2022,754,257,1011,11,6153,06/01/2023
12/31/2022,470,142,612,7,4067,06/01/2023
01/01/2023,287,118,405,9,2638,06/01/2023
01/02/2023,654,172,826,6,5558,06/01/2023
01/03/2023,760,223,983,4,7777,06/01/2023
01/04/2023,768,179,947,8,6775,06/01/2023
01/05/2023,674,182,856,9,7439,06/01/2023
01/06/2023,577,145,722,6,6140,06/01/2023
01/07/2023,357,126,483,4,3857,06/01/2023
01/08/2023,318,128,446,6,3639,06/01/2023
01/09/2023,636,149,785,8,7171,06/01/2023
01/10/2023,517,130,647,11,6966,06/01/2023
01/11/2023,552,127,679,4,6921,06/01/2023
01/12/2023,496,119,615,4,6221,06/01/2023
01/13/2023,463,110,573,8,5276,06/01/2023
01/14/2023,317,80,397,0,3472,06/01/2023
01/15/2023,261,76,337,8,3243,06/01/2023
01/16/2023,416,87,503,8,5294,06/01/2023
01/17/2023,454,106,560,7,7893,06/01/2023
01/18/2023,509,121,630,8,7082,06/01/2023
01/19/2023,411,82,493,9,6709,06/01/2023
01/20/2023,376,97,473,7,6467,06/01/2023
01/21/2023,248,65,313,7,3565,06/01/2023
01/22/2023,235,78,313,3,3208,06/01/2023
01/23/2023,428,112,540,7,7118,06/01/2023
01/24/2023,437,86,523,2,6669,06/01/2023
01/25/2023,396,86,482,8,5990,06/01/2023
01/26/2023,361,86,447,8,5828,06/01/2023
01/27/2023,353,77,430,6,5167,06/01/2023
01/28/2023,240,62,302,11,3354,06/01/2023
01/29/2023,215,75,290,9,3066,06/01/2023
01/30/2023,405,87,492,5,7514,06/01/2023
01/31/2023,317,107,424,3,6922,06/01/2023
02/01/2023,375,82,457,5,6743,06/01/2023
02/02/2023,315,64,379,3,6037,06/01/2023
02/03/2023,252,65,317,7,4690,06/01/2023
02/04/2023,167,39,206,7,2840,06/01/2023
02/05/2023,185,60,245,6,3066,06/01/2023
02/06/2023,405,61,466,4,6746,06/01/2023
02/07/2023,288,65,353,5,5873,06/01/2023
02/08/2023,298,58,356,3,6252,06/01/2023
02/09/2023,255,67,322,3,5391,06/01/2023
02/10/2023,242,59,301,1,4847,06/01/2023
02/11/2023,178,40,218,3,3083,06/01/2023
02/12/2023,141,58,199,3,2682,06/01/2023
02/13/2023,280,76,356,8,6092,06/01/2023
02/14/2023,242,59,301,4,5696,06/01/2023
02/15/2023,257,80,337,6,5202,06/01/2023
02/16/2023,208,59,267,5,6357,06/01/2023
02/17/2023,194,48,242,1,4719,06/01/2023
02/18/2023,135,30,165,3,2936,06/01/2023
02/19/2023,141,43,184,4,2488,06/01/2023
02/20/2023,214,52,266,3,4916,06/01/2023
02/21/2023,218,59,277,3,5366,06/01/2023
02/22/2023,224,50,274,5,4627,06/01/2023
02/23/2023,182,38,220,2,5081,06/01/2023
02/24/2023,174,38,212,3,4397,06/01/2023
02/25/2023,111,41,152,3,2648,06/01/2023
02/26/2023,113,36,149,3,2650,06/01/2023
02/27/2023,219,39,258,4,6617,06/01/2023
02/28/2023,98,30,128,5,3595,06/01/2023
03/01/2023,206,50,256,2,5298,06/01/2023
03/02/2023,122,40,162,3,4169,06/01/2023
03/03/2023,126,32,158,3,4027,06/01/2023
03/04/2023,94,35,129,2,2578,06/01/2023
03/05/2023,106,19,125,2,2511,06/01/2023
03/06/2023,126,31,157,1,5774,06/01/2023
03/07/2023,129,34,163,1,5106,06/01/2023
03/08/2023,155,41,196,2,4925,06/01/2023
03/09/2023,105,31,136,2,4018,06/01/2023
03/10/2023,118,35,153,7,3643,06/01/2023
03/11/2023,61,13,74,2,2119,06/01/2023
03/12/2023,50,25,75,4,1901,06/01/2023
03/13/2023,136,36,172,2,4266,06/01/2023
03/14/2023,99,26,125,3,4043,06/01/2023
03/15/2023,119,45,164,3,4091,06/01/2023
03/16/2023,111,34,145,3,3455,06/01/2023
03/17/2023,90,28,118,2,3192,06/01/2023
03/18/2023,63,21,84,2,1998,06/01/2023
03/19/2023,71,14,85,1,1886,06/01/2023
03/20/2023,112,44,156,3,4538,06/01/2023
03/21/2023,78,31,109,1,3395,06/01/2023
03/22/2023,102,29,131,4,3843,06/01/2023
03/23/2023,99,27,126,3,3329,06/01/2023
03/24/2023,79,32,111,1,3266,06/01/2023
03/25/2023,71,26,97,2,1872,06/01/2023
03/26/2023,48,24,72,4,1809,06/01/2023
03/27/2023,104,36,140,3,4012,06/01/2023
03/28/2023,87,32,119,1,3271,06/01/2023
03/29/2023,78,24,102,0,4113,06/01/2023
03/30/2023,65,32,97,1,3193,06/01/2023
03/31/2023,56,25,81,1,3091,06/01/2023
04/01/2023,39,23,62,1,1690,06/01/2023
04/02/2023,45,25,70,2,1666,06/01/2023
04/03/2023,108,37,145,3,3940,06/01/2023
04/04/2023,79,41,120,1,3111,06/01/2023
04/05/2023,68,30,98,3,3095,06/01/2023
04/06/2023,56,36,92,0,3047,06/01/2023
04/07/2023,70,30,100,0,2477,06/01/2023
04/08/2023,35,24,59,1,1571,06/01/2023
04/09/2023,27,5,32,1,1345,06/01/2023
04/10/2023,79,21,100,1,3267,06/01/2023
04/11/2023,65,15,80,0,2662,06/01/2023
04/12/2023,59,20,79,1,2734,06/01/2023
04/13/2023,57,30,87,1,2603,06/01/2023
04/14/2023,53,19,72,0,2590,06/01/2023
04/15/2023,33,14,47,0,1513,06/01/2023
04/16/2023,46,8,54,0,1516,06/01/2023
04/17/2023,57,33,90,0,3008,06/01/2023
04/18/2023,51,20,71,0,2621,06/01/2023
04/19/2023,36,18,54,3,2427,06/01/2023
04/20/2023,49,15,64,1,2366,06/01/2023
04/21/2023,39,14,53,4,2397,06/01/2023
04/22/2023,39,10,49,2,1338,06/01/2023
04/23/2023,24,13,37,2,1288,06/01/2023
04/24/2023,56,31,87,4,2852,06/01/2023
04/25/2023,56,29,85,0,2486,06/01/2023
04/26/2023,48,22,70,1,2154,06/01/2023
04/27/2023,50,22,72,0,2306,06/01/2023
04/28/2023,40,18,58,0,2290,06/01/2023
04/29/2023,30,12,42,0,1176,06/01/2023
04/30/2023,25,13,38,0,1207,06/01/2023
05/01/2023,75,15,90,0,2450,06/01/2023
05/02/2023,50,23,73,0,1978,06/01/2023
05/03/2023,52,12,64,0,1951,06/01/2023
05/04/2023,43,10,53,0,1848,06/01/2023
05/05/2023,41,20,61,1,1712,06/01/2023
05/06/2023,32,15,47,0,997,06/01/2023
05/07/2023,26,17,43,1,948,06/01/2023
05/08/2023,49,37,86,1,2024,06/01/2023
05/09/2023,47,16,63,1,1437,06/01/2023
05/10/2023,53,24,77,0,1451,06/01/2023
05/11/2023,45,16,61,0,1174,06/01/2023
05/12/2023,43,17,60,0,927,06/01/2023
05/13/2023,31,14,45,1,568,06/01/2023
05/14/2023,12,13,25,1,455,06/01/2023
05/15/2023,38,27,65,0,774,06/01/2023
05/16/2023,36,16,52,0,813,06/01/2023
05/17/2023,38,11,49,0,737,06/01/2023
05/18/2023,44,9,53,0,669,06/01/2023
05/19/2023,32,19,51,1,621,06/01/2023
05/20/2023,16,13,29,0,421,06/01/2023
05/21/2023,22,24,46,1,476,06/01/2023
05/22/2023,45,30,75,0,875,06/01/2023
05/23/2023,45,16,61,2,708,06/01/2023
05/24/2023,36,23,59,0,678,06/01/2023
05/25/2023,35,27,62,0,684,06/01/2023
05/26/2023,36,14,50,2,587,06/01/2023
05/27/2023,20,12,32,0,427,06/01/2023
05/28/2023,24,15,39,0,398,06/01/2023
05/29/2023,18,18,36,0,388,06/01/2023
05/30/2023,31,21,52,0,463,06/01/2023
05/31/2023,9,0,9,0,209,06/01/2023
